Año,Local_ID,Local,Resultado_L,Resultado_V,Visitante_ID,Visitante,Fecha/Grupo,Evento
1991,17,Boca Juniors,1,0,63,Lanus,Fecha 12,Torneo Clausura 1991 
1990,63,Lanus,1,3,17,Boca Juniors,Fecha 12,Campeonato 1990/91 
1977,63,Lanus,2,0,17,Boca Juniors,Fecha 27,Metropolitano 1977 
1977,17,Boca Juniors,2,0,63,Lanus, Fecha 4,Metropolitano 1977
1972,63,Lanus,1,1,17,Boca Juniors,Fecha 23,Metropolitano 1972 
1972,17,Boca Juniors,3,2,63,Lanus, Fecha 6,Metropolitano 1972
1970,63,Lanus,0,2,17,Boca Juniors, Fecha 3,Metropolitano 1970
1969,63,Lanus,1,3,17,Boca Juniors, Grupo A,Metropolitano 1969
1969,17,Boca Juniors,2,0,63,Lanus, Grupo A,Metropolitano 1969
1969,63,Lanus,1,2,17,Boca Juniors,Fecha 12,Nacional 1969 
1968,63,Lanus,1,1,17,Boca Juniors, Grupo A,Metropolitano 1968
1968,17,Boca Juniors,0,0,63,Lanus, Grupo A,Metropolitano 1968
1968,63,Lanus,1,1,17,Boca Juniors,Fecha 11,Nacional 1968 
1967,17,Boca Juniors,1,1,63,Lanus, Grupo A,Metropolitano 1967
1967,63,Lanus,1,3,17,Boca Juniors, Grupo A,Metropolitano 1967
1967,17,Boca Juniors,3,1,63,Lanus, Fecha 8,Nacional 1967
1966,17,Boca Juniors,3,2,63,Lanus,Fecha 31,Campeonato 1966 
1966,63,Lanus,1,1,17,Boca Juniors,Fecha 12,Campeonato 1966 
1965,17,Boca Juniors,5,0,63,Lanus,Fecha 28,Campeonato 1965 
1965,63,Lanus,0,1,17,Boca Juniors,Fecha 11,Campeonato 1965 
1961,63,Lanus,0,5,17,Boca Juniors,Fecha 26,Campeonato 1961 
1961,17,Boca Juniors,2,2,63,Lanus,Fecha 11,Campeonato 1961 
1960,63,Lanus,1,3,17,Boca Juniors,Fecha 17,Campeonato 1960 
1960,17,Boca Juniors,5,2,63,Lanus, Fecha 2,Campeonato 1960
1959,17,Boca Juniors,2,2,63,Lanus,Fecha 23,Campeonato 1959 
1959,63,Lanus,1,3,17,Boca Juniors, Fecha 8,Campeonato 1959
1958,63,Lanus,1,5,17,Boca Juniors,Fecha 22,Campeonato 1958 
1958,17,Boca Juniors,3,0,63,Lanus, Fecha 7,Campeonato 1958
1957,17,Boca Juniors,2,1,63,Lanus,Fecha 24,Campeonato 1957 
1957,63,Lanus,1,1,17,Boca Juniors, Fecha 9,Campeonato 1957
1956,17,Boca Juniors,0,2,63,Lanus,Fecha 21,Campeonato 1956 
1956,63,Lanus,2,2,17,Boca Juniors, Fecha 6,Campeonato 1956
1955,63,Lanus,1,0,17,Boca Juniors,Fecha 19,Campeonato 1955 
1955,17,Boca Juniors,2,1,63,Lanus, Fecha 4,Campeonato 1955
1954,17,Boca Juniors,1,1,63,Lanus,Fecha 25,Campeonato 1954 
1954,63,Lanus,0,2,17,Boca Juniors,Fecha 10,Campeonato 1954 
1953,63,Lanus,3,1,17,Boca Juniors,Fecha 17,Campeonato 1953 
1953,17,Boca Juniors,3,1,63,Lanus, Fecha 2,Campeonato 1953
1952,17,Boca Juniors,1,2,63,Lanus,Fecha 30,Campeonato 1952 
1952,63,Lanus,1,3,17,Boca Juniors,Fecha 15,Campeonato 1952 
1951,63,Lanus,0,0,17,Boca Juniors,Fecha 28,Campeonato 1951 
1951,17,Boca Juniors,1,1,63,Lanus,Fecha 11,Campeonato 1951 
1949,17,Boca Juniors,5,1,63,Lanus,Fecha 34,Campeonato 1949 
1949,63,Lanus,4,3,17,Boca Juniors,Fecha 17,Campeonato 1949 
1948,17,Boca Juniors,3,3,63,Lanus,Fecha 30,Campeonato 1948 
1948,63,Lanus,1,3,17,Boca Juniors,Fecha 15,Campeonato 1948 
1947,17,Boca Juniors,7,1,63,Lanus,Fecha 25,Campeonato 1947 
1947,63,Lanus,1,3,17,Boca Juniors,Fecha 10,Campeonato 1947 
1946,17,Boca Juniors,1,1,63,Lanus,Fecha 27,Campeonato 1946 
1946,63,Lanus,4,2,17,Boca Juniors,Fecha 12,Campeonato 1946 
1945,17,Boca Juniors,3,1,63,Lanus,Fecha 26,Campeonato 1945 
1945,63,Lanus,1,1,17,Boca Juniors,Fecha 11,Campeonato 1945 
1944,63,Lanus,1,4,17,Boca Juniors,Fecha 27,Campeonato 1944 
1944,17,Boca Juniors,2,2,63,Lanus,Fecha 12,Campeonato 1944 
1943,63,Lanus,1,1,17,Boca Juniors,Fecha 28,Campeonato 1943 
1943,17,Boca Juniors,5,3,63,Lanus,Fecha 13,Campeonato 1943 
1942,63,Lanus,1,2,17,Boca Juniors,Fecha 27,Campeonato 1942 
1942,17,Boca Juniors,4,1,63,Lanus,Fecha 12,Campeonato 1942 
1941,63,Lanus,2,3,17,Boca Juniors,Fecha 27,Campeonato 1941 
1941,17,Boca Juniors,4,2,63,Lanus,Fecha 12,Campeonato 1941 
1940,17,Boca Juniors,5,0,63,Lanus,Fecha 30,Campeonato 1940 
1940,63,Lanus,2,4,17,Boca Juniors,Fecha 13,Campeonato 1940 
1939,17,Boca Juniors,4,1,63,Lanus,Fecha 26,Campeonato 1939 
1939,63,Lanus,0,1,17,Boca Juniors, Fecha 9,Campeonato 1939
1938,17,Boca Juniors,1,1,63,Lanus,Fecha 29,Campeonato 1938 
1938,63,Lanus,1,1,17,Boca Juniors,Fecha 12,Campeonato 1938 
1937,17,Boca Juniors,6,1,63,Lanus,Fecha 29,Campeonato 1937 
1937,63,Lanus,1,3,17,Boca Juniors,Fecha 11,Campeonato 1937 
1936,63,Lanus,1,1,17,Boca Juniors,Fecha 11,Campeonato 1936 
1936,17,Boca Juniors,4,0,63,Lanus,Fecha 11,Copa de Honor 1936 
1935,17,Boca Juniors,3,0,63,Lanus,Fecha 27,Campeonato 1935 
1935,63,Lanus,1,3,17,Boca Juniors,Fecha 10,Campeonato 1935 
1933,17,Boca Juniors,3,1,63,Lanus,Fecha 33,Campeonato 1933 
1933,63,Lanus,1,3,17,Boca Juniors,Fecha 16,Campeonato 1933 
1932,63,Lanus,1,3,17,Boca Juniors,Fecha 19,Campeonato 1932 
1932,17,Boca Juniors,1,1,63,Lanus, Fecha 2,Campeonato 1932
1931,63,Lanus,5,2,17,Boca Juniors,Fecha 29,Campeonato 1931 
1931,17,Boca Juniors,6,0,63,Lanus,Fecha 12,Campeonato 1931 
2001,17,Boca Juniors,1,0,65,Los Andes,Fecha 16,Torneo Clausura 2001 
2000,65,Los Andes,0,1,17,Boca Juniors,Fecha 16,Torneo Apertura 2000 
1977,65,Los Andes,3,2,17,Boca Juniors, Grupo B,Nacional 1977
1977,17,Boca Juniors,2,2,65,Los Andes, Grupo B,Nacional 1977
1971,17,Boca Juniors,3,0,65,Los Andes,Fecha 33,Metropolitano 1971 
1971,65,Los Andes,1,0,17,Boca Juniors,Fecha 14,Metropolitano 1971 
1970,65,Los Andes,1,2,17,Boca Juniors, Fecha 2,Metropolitano 1970
1968,65,Los Andes,1,1,17,Boca Juniors, Fecha 5,Nacional 1968
1961,65,Los Andes,0,2,17,Boca Juniors,Fecha 19,Campeonato 1961 
1961,17,Boca Juniors,0,1,65,Los Andes, Fecha 4,Campeonato 1961
2019,17,Boca Juniors,1,1,66,Newells, Fecha 8,Superliga 2019/20
2018,66,Newells,1,1,17,Boca Juniors,Fecha 16,Superliga 2018/19 
2017,17,Boca Juniors,3,1,66,Newells,Fecha 24,Superliga 2017/18 
2016,17,Boca Juniors,1,0,66,Newells,Fecha 25,Campeonato 2016/17 
2016,17,Boca Juniors,4,1,66,Newells, Fecha 4,Torneo 2016
2015,17,Boca Juniors,4,0,66,Newells,Fecha 15,Campeonato 2015 
2014,17,Boca Juniors,0,1,66,Newells, Fecha 1,Torneo de Transicion 2014
2014,66,Newells,0,0,17,Boca Juniors, Fecha 1,Torneo Final 2014
2013,17,Boca Juniors,2,3,66,Newells, Fecha 1,Torneo Inicial 2013
2013,66,Newells,4,0,17,Boca Juniors,Fecha 15,Torneo Final 2013 
2012,17,Boca Juniors,0,0,66,Newells,Fecha 15,Torneo Inicial 2012 
2012,17,Boca Juniors,2,0,66,Newells, Fecha 3,Torneo Clausura 2012
2011,66,Newells,0,1,17,Boca Juniors, Fecha 3,Torneo Apertura 2011
2011,17,Boca Juniors,1,0,66,Newells,Fecha 16,Torneo Clausura 2011 
2010,66,Newells,1,0,17,Boca Juniors,Fecha 16,Torneo Apertura 2010 
2010,66,Newells,4,2,17,Boca Juniors, Fecha 3,Torneo Clausura 2010
2009,17,Boca Juniors,1,1,66,Newells, Fecha 3,Torneo Apertura 2009
2009,17,Boca Juniors,0,2,66,Newells, Fecha 2,Torneo Clausura 2009
2008,66,Newells,2,4,17,Boca Juniors, Fecha 2,Torneo Apertura 2008
2008,17,Boca Juniors,2,1,66,Newells,Fecha 11,Torneo Clausura 2008 
2007,66,Newells,1,0,17,Boca Juniors,Fecha 11,Torneo Apertura 2007 
2007,66,Newells,1,2,17,Boca Juniors,Fecha 11,Torneo Clausura 2007 
2006,17,Boca Juniors,3,1,66,Newells,Fecha 11,Torneo Apertura 2006 
2006,66,Newells,1,1,17,Boca Juniors,Fecha 12,Torneo Clausura 2006 
2005,17,Boca Juniors,2,1,66,Newells,Fecha 12,Torneo Apertura 2005 
2005,66,Newells,1,0,17,Boca Juniors,Fecha 17,Torneo Clausura 2005 
2004,17,Boca Juniors,1,3,66,Newells,Fecha 17,Torneo Apertura 2004 
2004,17,Boca Juniors,1,1,66,Newells,Fecha 12,Torneo Clausura 2004 
2003,66,Newells,1,0,17,Boca Juniors,Fecha 12,Torneo Apertura 2003 
2003,17,Boca Juniors,2,0,66,Newells,Fecha 10,Torneo Clausura 2003 
2002,66,Newells,1,1,17,Boca Juniors,Fecha 10,Torneo Apertura 2002 
2002,17,Boca Juniors,1,0,66,Newells,Fecha 19,Torneo Clausura 2002 
2001,66,Newells,2,2,17,Boca Juniors,Fecha 19,Torneo Apertura 2001 
2001,17,Boca Juniors,2,2,66,Newells, Fecha 4,Torneo Clausura 2001
2000,66,Newells,1,3,17,Boca Juniors, Fecha 4,Torneo Apertura 2000
2000,66,Newells,1,0,17,Boca Juniors,Fecha 13,Torneo Clausura 2000 
1999,17,Boca Juniors,2,1,66,Newells,Fecha 13,Torneo Apertura 1999 
1999,66,Newells,0,1,17,Boca Juniors, Fecha 7,Torneo Clausura 1999
1998,17,Boca Juniors,2,0,66,Newells, Fecha 7,Torneo Apertura 1998
1998,66,Newells,2,4,17,Boca Juniors, Fecha 3,Torneo Clausura 1998
1997,17,Boca Juniors,2,1,66,Newells, Fecha 3,Torneo Apertura 1997
1997,66,Newells,1,1,17,Boca Juniors, Fecha 8,Torneo Clausura 1997
1996,17,Boca Juniors,2,1,66,Newells, Fecha 8,Torneo Apertura 1996
1996,66,Newells,1,0,17,Boca Juniors, Fecha 6,Torneo Clausura 1996
1995,17,Boca Juniors,1,1,66,Newells, Fecha 6,Torneo Apertura 1995
1995,17,Boca Juniors,2,0,66,Newells, Fecha 2,Torneo Clausura 1995
1994,66,Newells,0,0,17,Boca Juniors, Fecha 2,Torneo Apertura 1994
1994,66,Newells,1,0,17,Boca Juniors,Fecha 12,Torneo Clausura 1994 
1993,17,Boca Juniors,2,0,66,Newells,Fecha 12,Torneo Apertura 1993 
1993,17,Boca Juniors,0,0,66,Newells,Fecha 12,Torneo Clausura 1993 
1992,66,Newells,0,0,17,Boca Juniors,Fecha 12,Torneo Apertura 1992 
1992,17,Boca Juniors,1,1,66,Newells,Fecha 13,Torneo Clausura 1992 
1991,17,Boca Juniors,1,0,66,Newells,te Final,Torneo Clausura 1991 - Desem
1991,66,Newells,1,0,17,Boca Juniors,te Final,Torneo Clausura 1991 - Desem
1991,66,Newells,1,1,17,Boca Juniors,Fecha 13,Torneo Apertura 1991 
1991,17,Boca Juniors,1,0,66,Newells,Fecha 17,Torneo Clausura 1991 
1990,66,Newells,1,0,17,Boca Juniors,Fecha 17,Campeonato 1990/91 
1989,66,Newells,1,2,17,Boca Juniors,Fecha 29,Campeonato 1989/90 
1989,17,Boca Juniors,4,2,66,Newells,Fecha 10,Campeonato 1989/90 
1988,17,Boca Juniors,6,3,66,Newells,Fecha 36,Campeonato 1988/89 
1988,66,Newells,1,1,17,Boca Juniors,Fecha 17,Campeonato 1988/89 
1987,66,Newells,4,0,17,Boca Juniors,Fecha 29,Campeonato 1987/88 
1987,17,Boca Juniors,1,5,66,Newells,Fecha 10,Campeonato 1987/88 
1986,17,Boca Juniors,5,2,66,Newells,rtadores,Campeonato 1986/87  - Liguilla Li
1986,66,Newells,0,1,17,Boca Juniors,rtadores,Campeonato 1986/87  - Liguilla Li
1986,17,Boca Juniors,0,3,66,Newells,Fecha 20,Campeonato 1986/87  
1986,66,Newells,3,2,17,Boca Juniors, Fecha 1,Campeonato 1986/87 
1985,66,Newells,1,4,17,Boca Juniors,rtadores,Campeonato 1985/86  - Liguilla Li
1985,17,Boca Juniors,0,2,66,Newells,rtadores,Campeonato 1985/86  - Liguilla Li
1985,17,Boca Juniors,0,0,66,Newells,Fecha 21,Campeonato 1985/86  
1985,66,Newells,2,0,17,Boca Juniors, Fecha 2,Campeonato 1985/86 
1984,17,Boca Juniors,0,2,66,Newells,Fecha 27,Metropolitano 1984 
1984,66,Newells,0,0,17,Boca Juniors, Fecha 8,Metropolitano 1984
1984,66,Newells,1,0,17,Boca Juniors, Grupo A,Torneo Nacional 1984
1984,17,Boca Juniors,1,1,66,Newells, Grupo A,Torneo Nacional 1984
1983,66,Newells,1,0,17,Boca Juniors,Fecha 23,Metropolitano 1983 
1983,17,Boca Juniors,0,0,66,Newells, Fecha 4,Metropolitano 1983
1982,17,Boca Juniors,0,0,66,Newells,Fecha 29,Metropolitano 1982 
1982,66,Newells,2,2,17,Boca Juniors,Fecha 10,Metropolitano 1982 
1981,66,Newells,0,2,17,Boca Juniors,Fecha 25,Metropolitano 1981 
1981,17,Boca Juniors,2,2,66,Newells, Fecha 8,Metropolitano 1981
1980,17,Boca Juniors,3,0,66,Newells,Fecha 22,Metropolitano 1980 
1980,66,Newells,5,2,17,Boca Juniors, Fecha 3,Metropolitano 1980
1978,17,Boca Juniors,1,0,66,Newells,Fecha 42,Metropolitano 1978 
1978,66,Newells,1,1,17,Boca Juniors,Fecha 21,Metropolitano 1978 
1977,66,Newells,2,1,17,Boca Juniors,Fecha 42,Metropolitano 1977 
1977,17,Boca Juniors,0,0,66,Newells,Fecha 19,Metropolitano 1977 
1976,17,Boca Juniors,1,0,66,Newells,da Final,Metropolitano 1976 - R
1975,66,Newells,0,0,17,Boca Juniors,Fecha 23,Metropolitano 1975 
1975,17,Boca Juniors,2,1,66,Newells, Fecha 4,Metropolitano 1975
1974,17,Boca Juniors,0,1,66,Newells,da Final,Metropolitano 1974 - R
1974,17,Boca Juniors,0,1,66,Newells, Grupo B,Metropolitano 1974
1974,66,Newells,2,2,17,Boca Juniors, Grupo B,Metropolitano 1974
1974,17,Boca Juniors,1,0,66,Newells,da Final,Nacional 1974 - R
1973,66,Newells,2,0,17,Boca Juniors,Fecha 28,Metropolitano 1973 
1973,17,Boca Juniors,6,1,66,Newells,Fecha 11,Metropolitano 1973 
1972,66,Newells,4,1,17,Boca Juniors,Fecha 19,Metropolitano 1972 
1972,17,Boca Juniors,1,1,66,Newells, Fecha 2,Metropolitano 1972
1972,17,Boca Juniors,3,0,66,Newells, Grupo B,Nacional 1972
1971,66,Newells,1,0,17,Boca Juniors,Fecha 38,Metropolitano 1971 
1971,17,Boca Juniors,1,2,66,Newells,Fecha 19,Metropolitano 1971 
1970,17,Boca Juniors,4,0,66,Newells,Fecha 18,Metropolitano 1970 
1968,66,Newells,0,0,17,Boca Juniors, Grupo A,Metropolitano 1968
1968,17,Boca Juniors,0,3,66,Newells, Grupo A,Metropolitano 1968
1967,17,Boca Juniors,2,0,66,Newells, Grupo A,Metropolitano 1967
1967,66,Newells,0,2,17,Boca Juniors, Grupo A,Metropolitano 1967
1966,66,Newells,1,1,17,Boca Juniors,Fecha 20,Campeonato 1966 
1966,17,Boca Juniors,2,1,66,Newells, Fecha 1,Campeonato 1966
1965,66,Newells,1,2,17,Boca Juniors,Fecha 29,Campeonato 1965 
1965,17,Boca Juniors,2,2,66,Newells,Fecha 12,Campeonato 1965 
1964,66,Newells,1,1,17,Boca Juniors,Fecha 26,Campeonato 1964 
1964,17,Boca Juniors,0,0,66,Newells,Fecha 11,Campeonato 1964 
1960,66,Newells,2,2,17,Boca Juniors,Fecha 19,Campeonato 1960 
1960,17,Boca Juniors,5,2,66,Newells, Fecha 4,Campeonato 1960
1959,17,Boca Juniors,0,0,66,Newells,Fecha 17,Campeonato 1959 
1959,66,Newells,2,1,17,Boca Juniors, Fecha 2,Campeonato 1959
1958,17,Boca Juniors,4,2,66,Newells,Fecha 25,Campeonato 1958 
1958,66,Newells,1,1,17,Boca Juniors,Fecha 10,Campeonato 1958 
1957,17,Boca Juniors,4,1,66,Newells,Fecha 30,Campeonato 1957 
1957,66,Newells,0,0,17,Boca Juniors,Fecha 15,Campeonato 1957 
1956,66,Newells,2,2,17,Boca Juniors,Fecha 18,Campeonato 1956 
1956,17,Boca Juniors,3,1,66,Newells, Fecha 3,Campeonato 1956
1955,17,Boca Juniors,4,1,66,Newells,Fecha 16,Campeonato 1955 
1955,66,Newells,2,3,17,Boca Juniors, Fecha 1,Campeonato 1955
1954,17,Boca Juniors,3,0,66,Newells,Fecha 16,Campeonato 1954 
1954,66,Newells,2,3,17,Boca Juniors, Fecha 1,Campeonato 1954
1953,17,Boca Juniors,2,0,66,Newells,Fecha 23,Campeonato 1953 
1953,66,Newells,1,0,17,Boca Juniors, Fecha 8,Campeonato 1953
1952,17,Boca Juniors,4,0,66,Newells,Fecha 24,Campeonato 1952 
1952,66,Newells,2,1,17,Boca Juniors, Fecha 9,Campeonato 1952
1951,17,Boca Juniors,3,1,66,Newells,Fecha 29,Campeonato 1951 
1951,66,Newells,1,3,17,Boca Juniors,Fecha 12,Campeonato 1951 
1950,66,Newells,1,1,17,Boca Juniors,Fecha 28,Campeonato 1950 
1950,17,Boca Juniors,2,4,66,Newells,Fecha 11,Campeonato 1950 
1949,66,Newells,4,0,17,Boca Juniors,Fecha 31,Campeonato 1949 
1949,17,Boca Juniors,1,2,66,Newells,Fecha 14,Campeonato 1949 
1948,66,Newells,1,1,17,Boca Juniors,Fecha 25,Campeonato 1948 
1948,17,Boca Juniors,0,1,66,Newells,Fecha 10,Campeonato 1948 
1947,17,Boca Juniors,1,1,66,Newells,Fecha 30,Campeonato 1947 
1947,66,Newells,1,2,17,Boca Juniors,Fecha 15,Campeonato 1947 
1946,66,Newells,1,4,17,Boca Juniors,Fecha 22,Campeonato 1946 
1946,17,Boca Juniors,2,1,66,Newells, Fecha 7,Campeonato 1946
1945,17,Boca Juniors,5,3,66,Newells,Fecha 22,Campeonato 1945 
1945,66,Newells,0,2,17,Boca Juniors, Fecha 7,Campeonato 1945
1944,66,Newells,4,4,17,Boca Juniors,Fecha 22,Campeonato 1944 
1944,17,Boca Juniors,3,1,66,Newells, Fecha 7,Campeonato 1944
1943,17,Boca Juniors,4,2,66,Newells,Fecha 24,Campeonato 1943 
1943,66,Newells,0,0,17,Boca Juniors, Fecha 9,Campeonato 1943
1942,17,Boca Juniors,2,2,66,Newells,Fecha 30,Campeonato 1942 
1942,66,Newells,1,1,17,Boca Juniors,Fecha 15,Campeonato 1942 
1941,17,Boca Juniors,2,1,66,Newells,Fecha 18,Campeonato 1941 
1941,66,Newells,3,2,17,Boca Juniors, Fecha 3,Campeonato 1941
1940,66,Newells,0,1,17,Boca Juniors,Fecha 26,Campeonato 1940 
1940,17,Boca Juniors,2,0,66,Newells, Fecha 9,Campeonato 1940
1939,17,Boca Juniors,4,0,66,Newells,Fecha 25,Campeonato 1939 
1939,66,Newells,2,1,17,Boca Juniors, Fecha 8,Campeonato 1939
2015,17,Boca Juniors,0,0,67,Nueva Chicago, Fecha 9,Campeonato 2015
2007,17,Boca Juniors,2,0,67,Nueva Chicago, Fecha 8,Torneo Clausura 2007
2006,67,Nueva Chicago,0,1,17,Boca Juniors, Fecha 8,Torneo Apertura 2006
2004,17,Boca Juniors,2,0,67,Nueva Chicago,Fecha 10,Torneo Clausura 2004 
2003,67,Nueva Chicago,0,2,17,Boca Juniors,Fecha 10,Torneo Apertura 2003 
2003,17,Boca Juniors,2,0,67,Nueva Chicago, Fecha 1,Torneo Clausura 2003
2002,67,Nueva Chicago,0,0,17,Boca Juniors, Fecha 1,Torneo Apertura 2002
2002,17,Boca Juniors,0,0,67,Nueva Chicago,Fecha 14,Torneo Clausura 2002 
2001,67,Nueva Chicago,1,2,17,Boca Juniors,Fecha 14,Torneo Apertura 2001 
1983,67,Nueva Chicago,5,0,17,Boca Juniors,Fecha 27,Metropolitano 1983 
1983,17,Boca Juniors,1,1,67,Nueva Chicago, Fecha 8,Metropolitano 1983
1982,67,Nueva Chicago,2,3,17,Boca Juniors,Fecha 28,Metropolitano 1982 
1982,17,Boca Juniors,3,1,67,Nueva Chicago, Fecha 9,Metropolitano 1982
2017,17,Boca Juniors,3,0,68,Olimpo, Fecha 1,Superliga 2017/18
2016,68,Olimpo,2,2,17,Boca Juniors,Fecha 29,Campeonato 2016/17 
2015,17,Boca Juniors,3,1,68,Olimpo, Fecha 1,Campeonato 2015
2014,68,Olimpo,0,1,17,Boca Juniors, Fecha 6,Torneo de Transicion 2014
2014,17,Boca Juniors,2,0,68,Olimpo, Fecha 6,Torneo Final 2014
2013,68,Olimpo,3,0,17,Boca Juniors, Fecha 6,Torneo Inicial 2013
2012,17,Boca Juniors,2,0,68,Olimpo, Fecha 1,Torneo Clausura 2012
2011,68,Olimpo,0,0,17,Boca Juniors, Fecha 1,Torneo Apertura 2011
2011,17,Boca Juniors,0,2,68,Olimpo, Fecha 6,Torneo Clausura 2011
2010,68,Olimpo,1,3,17,Boca Juniors, Fecha 6,Torneo Apertura 2010
2008,68,Olimpo,1,1,17,Boca Juniors, Fecha 8,Torneo Clausura 2008
2007,17,Boca Juniors,2,0,68,Olimpo, Fecha 8,Torneo Apertura 2007
2006,17,Boca Juniors,2,0,68,Olimpo,Fecha 19,Torneo Clausura 2006 
2005,68,Olimpo,1,2,17,Boca Juniors,Fecha 19,Torneo Apertura 2005 
2005,17,Boca Juniors,3,1,68,Olimpo, Fecha 3,Torneo Clausura 2005
2004,68,Olimpo,0,2,17,Boca Juniors, Fecha 3,Torneo Apertura 2004
2004,68,Olimpo,2,2,17,Boca Juniors,Fecha 17,Torneo Clausura 2004 
2003,17,Boca Juniors,1,1,68,Olimpo,Fecha 17,Torneo Apertura 2003 
2003,17,Boca Juniors,1,1,68,Olimpo, Fecha 8,Torneo Clausura 2003
2002,68,Olimpo,0,2,17,Boca Juniors, Fecha 8,Torneo Apertura 2002
1985,68,Olimpo,2,3,17,Boca Juniors,rtadores,Campeonato 1985/86  - Liguilla Li
1985,17,Boca Juniors,1,1,68,Olimpo,rtadores,Campeonato 1985/86  - Liguilla Li
2019,69,Patronato,0,2,17,Boca Juniors, Fecha 2,Superliga 2019/20
2018,17,Boca Juniors,1,0,69,Patronato,Fecha 13,Superliga 2018/19 
2017,69,Patronato,0,2,17,Boca Juniors, Fecha 6,Superliga 2017/18
2016,17,Boca Juniors,1,1,69,Patronato,Fecha 20,Campeonato 2016/17 
1978,17,Boca Juniors,2,1,69,Patronato, Grupo B,Nacional 1978
1978,69,Patronato,0,2,17,Boca Juniors, Grupo B,Nacional 1978
1999,70,Platense,0,2,17,Boca Juniors, Fecha 9,Torneo Clausura 1999
1998,17,Boca Juniors,3,0,70,Platense, Fecha 9,Torneo Apertura 1998
1998,17,Boca Juniors,0,4,70,Platense, Fecha 2,Torneo Clausura 1998
1997,70,Platense,2,2,17,Boca Juniors, Fecha 2,Torneo Apertura 1997
1997,70,Platense,1,0,17,Boca Juniors,Fecha 17,Torneo Clausura 1997 
1996,17,Boca Juniors,4,1,70,Platense,Fecha 17,Torneo Apertura 1996 
1996,17,Boca Juniors,1,0,70,Platense, Fecha 3,Torneo Clausura 1996
1995,70,Platense,0,1,17,Boca Juniors, Fecha 3,Torneo Apertura 1995
1995,70,Platense,2,2,17,Boca Juniors, Fecha 5,Torneo Clausura 1995
1994,17,Boca Juniors,2,2,70,Platense, Fecha 5,Torneo Apertura 1994
1994,17,Boca Juniors,1,1,70,Platense, Fecha 7,Torneo Clausura 1994
1993,70,Platense,0,0,17,Boca Juniors, Fecha 7,Torneo Apertura 1993
1993,17,Boca Juniors,1,1,70,Platense,Fecha 18,Torneo Clausura 1993 
1992,70,Platense,1,3,17,Boca Juniors,Fecha 18,Torneo Apertura 1992 
1992,17,Boca Juniors,2,0,70,Platense, Fecha 6,Torneo Clausura 1992
1991,70,Platense,0,2,17,Boca Juniors, Fecha 6,Torneo Apertura 1991
1991,17,Boca Juniors,3,0,70,Platense,Fecha 19,Torneo Clausura 1991 
1990,70,Platense,1,0,17,Boca Juniors,Fecha 19,Campeonato 1990/91 
1989,70,Platense,0,3,17,Boca Juniors,Fecha 32,Campeonato 1989/90 
1989,17,Boca Juniors,0,1,70,Platense,Fecha 13,Campeonato 1989/90 
1988,70,Platense,1,1,17,Boca Juniors,rtadores,Campeonato 1988/89 - Liguilla Li
1988,17,Boca Juniors,1,1,70,Platense,rtadores,Campeonato 1988/89 - Liguilla Li
1988,70,Platense,1,1,17,Boca Juniors,Fecha 30,Campeonato 1988/89 
1988,17,Boca Juniors,0,2,70,Platense,Fecha 11,Campeonato 1988/89 
1987,17,Boca Juniors,1,2,70,Platense,rtadores,Campeonato 1987/88 - Liguilla Li
1987,70,Platense,1,1,17,Boca Juniors,rtadores,Campeonato 1987/88 - Liguilla Li
1987,17,Boca Juniors,0,0,70,Platense,rtadores,Campeonato 1987/88 - Liguilla Li
1987,17,Boca Juniors,1,1,70,Platense,Fecha 28,Campeonato 1987/88 
1987,70,Platense,3,1,17,Boca Juniors, Fecha 9,Campeonato 1987/88
1986,70,Platense,0,2,17,Boca Juniors,Fecha 26,Campeonato 1986/87  
1986,17,Boca Juniors,3,2,70,Platense, Fecha 7,Campeonato 1986/87 
1985,70,Platense,0,2,17,Boca Juniors,Fecha 27,Campeonato 1985/86  
1985,17,Boca Juniors,2,2,70,Platense, Fecha 8,Campeonato 1985/86 
1984,17,Boca Juniors,1,1,70,Platense,Fecha 23,Metropolitano 1984 
1984,70,Platense,2,2,17,Boca Juniors, Fecha 4,Metropolitano 1984
1983,70,Platense,2,1,17,Boca Juniors,Fecha 33,Metropolitano 1983 
1983,17,Boca Juniors,0,0,70,Platense,Fecha 14,Metropolitano 1983 
1983,17,Boca Juniors,2,0,70,Platense,Nacional,Torneo Nacional 1983 - Torne
1983,70,Platense,1,0,17,Boca Juniors,Nacional,Torneo Nacional 1983 - Torne
1982,70,Platense,2,2,17,Boca Juniors,Fecha 21,Metropolitano 1982 
1982,17,Boca Juniors,4,1,70,Platense, Fecha 2,Metropolitano 1982
1981,70,Platense,0,4,17,Boca Juniors,Fecha 21,Metropolitano 1981 
1981,17,Boca Juniors,3,2,70,Platense, Fecha 4,Metropolitano 1981
1980,17,Boca Juniors,0,0,70,Platense,Fecha 33,Metropolitano 1980 
1980,70,Platense,0,0,17,Boca Juniors,Fecha 14,Metropolitano 1980 
1978,17,Boca Juniors,1,1,70,Platense,Fecha 29,Metropolitano 1978 
1978,70,Platense,2,3,17,Boca Juniors, Fecha 8,Metropolitano 1978
1978,70,Platense,1,2,17,Boca Juniors, Grupo B,Nacional 1978
1978,17,Boca Juniors,1,0,70,Platense, Grupo B,Nacional 1978
